customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST02178,Female,0,No,No,47,No,Yes,No,No internet service,No internet service,No,No internet service,No internet service,No,One year,Yes,Mailed check,80.54,5293.99,No
CUST02179,Male,0,Yes,Yes,22,No,Yes,DSL,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),63.63,8924.06,Yes
CUST02180,Female,0,No,No,46,Yes,No phone service,No,Yes,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,64.6,7323.19,No
CUST02181,Female,1,Yes,Yes,58,Yes,Yes,No,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,28.7,7532.43,No
CUST02182,Male,0,No,No,61,No,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,No,Two year,No,Credit card (automatic),26.48,6565.68,No
CUST02183,Male,1,No,Yes,46,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),104.34,3222.02,No
CUST02184,Female,1,No,Yes,1,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,60.87,8429.0,No
CUST02185,Male,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),25.4,4244.46,No
CUST02186,Male,1,Yes,No,61,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,86.31,3655.05,Yes
CUST02187,Male,1,No,Yes,14,No,No,No,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,88.33,1828.69,No
CUST02188,Female,1,Yes,Yes,45,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),42.74,2805.22,Yes
CUST02189,Female,1,Yes,Yes,39,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,One year,No,Electronic check,61.07,120.07,Yes
CUST02190,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,77.34,5973.15,Yes
CUST02191,Female,0,No,No,32,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),79.63,5488.65,No
CUST02192,Male,1,Yes,No,58,No,No phone service,No,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),71.11,3687.0,No
CUST02193,Female,0,No,Yes,56,No,No phone service,No,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),56.42,8707.25,Yes
CUST02194,Male,0,No,Yes,6,No,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No,One year,No,Mailed check,26.88,6268.65,No
CUST02195,Male,0,No,No,67,No,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),22.23,2260.17,No
CUST02196,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),65.95,3470.45,No
CUST02197,Male,0,No,No,38,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),40.29,4690.62,No
CUST02198,Female,0,Yes,Yes,3,No,No,DSL,No,No internet service,Yes,No,No,No,One year,No,Electronic check,113.85,4953.64,No
CUST02199,Female,1,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,One year,No,Electronic check,84.04,2553.15,No
CUST02200,Male,1,No,Yes,24,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.55,2320.02,Yes
CUST02201,Male,1,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,60.66,2764.87,No
CUST02202,Female,0,No,No,34,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),52.95,8673.84,Yes
CUST02203,Male,1,Yes,No,39,No,No phone service,DSL,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.98,3299.77,Yes
CUST02204,Male,1,Yes,Yes,48,No,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,26.01,3429.87,No
CUST02205,Male,1,No,No,49,No,No,DSL,No internet service,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,83.45,6510.17,Yes
CUST02206,Male,0,No,No,34,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.92,1548.56,Yes
CUST02207,Male,1,Yes,Yes,7,No,Yes,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),105.78,5824.15,No
CUST02208,Female,0,Yes,Yes,18,No,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,92.43,6028.56,No
CUST02209,Female,1,No,Yes,70,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,109.7,674.18,Yes
CUST02210,Male,0,Yes,Yes,34,Yes,Yes,No,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,118.28,1790.51,Yes
CUST02211,Male,0,Yes,No,51,No,No phone service,DSL,No,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,116.17,4251.77,No
CUST02212,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),79.22,7535.22,No
CUST02213,Female,1,Yes,Yes,14,Yes,No phone service,No,No internet service,No internet service,Yes,No,No,No internet service,One year,Yes,Mailed check,42.42,6617.86,No
CUST02214,Male,1,Yes,Yes,69,No,No,No,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),30.64,7873.71,No
CUST02215,Female,0,Yes,Yes,8,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,119.39,7673.96,No
CUST02216,Female,1,No,Yes,15,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,50.84,4652.37,Yes
CUST02217,Female,0,Yes,Yes,59,No,Yes,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),23.4,5638.33,Yes
CUST02218,Male,0,No,Yes,11,No,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,59.1,8295.11,No
CUST02219,Female,1,No,No,20,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),94.81,6695.55,No
CUST02220,Male,1,Yes,No,55,No,No,No,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),109.08,3285.1,No
CUST02221,Female,1,No,No,36,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),67.76,3218.21,No
CUST02222,Male,0,No,No,14,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,49.4,3362.94,No
CUST02223,Female,0,No,No,58,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),97.84,4507.31,No
CUST02224,Male,1,Yes,Yes,38,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,70.38,3326.14,No
CUST02225,Female,0,No,Yes,1,No,No,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),28.6,1768.83,No
CUST02226,Male,1,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,108.77,5394.78,No
CUST02227,Male,0,No,Yes,1,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,85.58,7835.97,No
CUST02228,Male,1,No,No,60,Yes,No phone service,DSL,No internet service,No internet service,No,No,No internet service,No internet service,One year,No,Electronic check,23.68,4483.68,Yes
CUST02229,Male,1,No,No,25,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Two year,Yes,Mailed check,20.91,2050.42,Yes
CUST02230,Female,0,No,Yes,10,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,28.77,7336.15,No
CUST02231,Female,1,Yes,Yes,50,No,No phone service,Fiber optic,No,Yes,No,No internet service,No,No,Two year,No,Mailed check,102.2,6826.12,Yes
CUST02232,Male,1,No,No,12,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),68.13,6331.93,Yes
CUST02233,Female,0,No,No,32,No,No phone service,DSL,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,53.53,6105.05,No
CUST02234,Male,1,Yes,No,33,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,44.93,7062.24,No
CUST02235,Male,0,Yes,Yes,72,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,70.69,7489.34,Yes
CUST02236,Female,1,Yes,Yes,26,No,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),28.3,8094.01,No
CUST02237,Male,0,No,No,42,No,No phone service,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,81.72,5528.39,No
CUST02238,Male,1,Yes,No,50,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),58.05,3602.98,No
CUST02239,Female,1,Yes,Yes,61,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,105.84,900.08,No
CUST02240,Male,1,Yes,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,95.44,6529.51,No
CUST02241,Male,1,Yes,Yes,57,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.84,1356.75,No
CUST02242,Male,0,Yes,Yes,2,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),36.65,7829.83,No
CUST02243,Male,0,Yes,No,70,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),67.4,3712.28,No
CUST02244,Female,0,No,No,31,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,No,One year,Yes,Credit card (automatic),85.87,7897.62,No
CUST02245,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,91.51,4714.42,No
CUST02246,Female,0,No,Yes,54,No,No,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,No,Electronic check,101.62,4136.0,No
CUST02247,Male,0,Yes,Yes,28,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),24.92,3335.77,Yes
CUST02248,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),21.85,645.99,No
CUST02249,Female,1,Yes,No,48,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,80.05,202.6,No
CUST02250,Male,1,No,No,2,Yes,No,No,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.38,4627.33,No
CUST02251,Male,1,Yes,No,11,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),98.67,8119.86,No
CUST02252,Male,1,Yes,Yes,44,No,No phone service,No,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),35.57,5316.38,No
CUST02253,Male,0,Yes,Yes,59,No,No phone service,DSL,No internet service,No,No internet service,No,No,Yes,Month-to-month,No,Mailed check,116.87,7775.16,No
CUST02254,Female,0,Yes,No,59,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.94,8997.81,Yes
CUST02255,Female,0,No,Yes,38,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),45.03,1689.69,Yes
CUST02256,Female,1,No,No,25,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,35.43,5970.23,No
CUST02257,Male,0,No,No,21,No,No phone service,No,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),24.32,3810.48,No
CUST02258,Female,1,No,No,42,No,Yes,DSL,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,100.97,1958.37,No
CUST02259,Female,0,No,No,36,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,20.56,2244.04,No
CUST02260,Male,0,Yes,Yes,9,No,No,No,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),66.38,2277.42,Yes
CUST02261,Male,0,Yes,Yes,12,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),29.2,6593.9,No
CUST02262,Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,24.48,3259.52,No
CUST02263,Female,1,No,Yes,59,No,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.47,2376.04,Yes
CUST02264,Female,1,Yes,Yes,5,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,102.54,7985.05,Yes
CUST02265,Female,0,No,Yes,33,No,No phone service,No,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,59.49,405.67,Yes
CUST02266,Male,1,Yes,No,69,No,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),65.86,6647.0,No
CUST02267,Female,0,No,Yes,63,No,No phone service,No,No,No internet service,Yes,Yes,No,No,One year,No,Electronic check,106.81,8648.95,No
CUST02268,Female,0,Yes,Yes,29,Yes,No phone service,No,Yes,No,No internet service,No internet service,No internet service,No,One year,No,Electronic check,99.68,5668.23,Yes
CUST02269,Male,0,Yes,Yes,18,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.16,4978.65,No
CUST02270,Female,0,Yes,No,6,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,73.66,646.87,No
CUST02271,Male,1,Yes,Yes,53,No,No,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,One year,Yes,Electronic check,80.78,4576.33,Yes
CUST02272,Male,0,No,No,32,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),59.34,3316.5,No
CUST02273,Male,0,Yes,Yes,42,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,72.81,7025.1,Yes
CUST02274,Female,1,Yes,Yes,47,No,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,73.97,7324.81,No
CUST02275,Female,0,Yes,Yes,31,Yes,No phone service,No,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,106.48,1591.66,No
CUST02276,Male,1,No,No,62,No,No phone service,Fiber optic,No,Yes,No,No internet service,No,Yes,One year,No,Mailed check,41.87,4747.97,No
CUST02277,Female,0,Yes,No,56,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,44.66,7753.45,No
CUST02278,Female,0,Yes,Yes,11,No,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),41.09,5658.29,Yes
CUST02279,Male,0,Yes,Yes,26,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,77.92,4380.64,No
CUST02280,Male,0,Yes,Yes,27,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,89.52,8092.75,Yes
CUST02281,Female,0,Yes,No,57,No,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,43.85,8701.74,No
CUST02282,Male,0,No,No,27,No,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),87.7,2193.94,No
CUST02283,Female,1,No,Yes,59,No,No phone service,DSL,No internet service,No,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),82.81,1726.89,No
CUST02284,Female,0,No,No,62,No,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,52.11,7796.98,No
CUST02285,Female,1,Yes,No,20,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),42.98,2262.25,Yes
CUST02286,Female,1,No,No,3,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),108.18,7645.76,No
CUST02287,Male,0,Yes,No,16,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),76.97,2780.56,Yes
CUST02288,Male,1,Yes,Yes,44,No,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),90.39,270.76,No
CUST02289,Male,0,Yes,Yes,30,Yes,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),112.53,3855.26,No
CUST02290,Male,1,Yes,No,40,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,40.54,459.27,No
CUST02291,Female,0,No,No,65,No,No,No,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),55.06,1951.12,No
CUST02292,Female,1,No,No,29,Yes,Yes,No,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),63.45,4366.32,Yes
CUST02293,Male,1,No,Yes,30,No,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.29,442.61,No
CUST02294,Female,0,Yes,Yes,32,Yes,No,DSL,No,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),104.04,395.61,No
CUST02295,Female,1,No,No,10,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,28.34,1480.81,Yes
CUST02296,Female,0,No,No,51,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),43.92,4218.51,No
CUST02297,Male,0,Yes,No,8,No,No phone service,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),39.1,8768.75,No
CUST02298,Male,0,No,No,51,Yes,No phone service,DSL,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,115.34,931.39,Yes
CUST02299,Male,0,Yes,Yes,36,No,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No,One year,No,Mailed check,82.74,5635.45,No
CUST02300,Female,0,No,Yes,55,No,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),91.62,4523.95,No
CUST02301,Male,1,No,Yes,35,No,No,No,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),30.84,635.38,No
CUST02302,Male,1,No,Yes,36,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),39.4,403.86,No
CUST02303,Male,1,Yes,Yes,56,No,No,No,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),100.99,2074.34,Yes
CUST02304,Male,0,No,Yes,36,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,76.77,6194.28,Yes
CUST02305,Male,1,No,No,61,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,24.51,8665.26,No
CUST02306,Male,1,No,No,62,No,No,DSL,No,No internet service,No,No internet service,Yes,No,Two year,Yes,Credit card (automatic),76.57,5049.09,No
CUST02307,Female,1,No,Yes,25,No,Yes,No,No internet service,No internet service,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),67.54,507.37,No
CUST02308,Female,1,Yes,Yes,64,No,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),35.37,2395.98,No
CUST02309,Male,1,Yes,Yes,60,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,79.29,8486.67,No
CUST02310,Male,0,No,No,57,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,37.38,211.43,Yes
CUST02311,Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),101.15,5460.04,No
CUST02312,Female,1,No,No,52,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No,Two year,No,Electronic check,81.85,1692.37,Yes
CUST02313,Male,0,Yes,No,56,No,Yes,DSL,No,No,No internet service,No,No internet service,No,One year,No,Electronic check,107.13,689.28,No
CUST02314,Male,0,No,Yes,63,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Two year,No,Credit card (automatic),62.47,2364.48,Yes
CUST02315,Male,1,No,No,68,No,No,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,71.19,8439.2,No
CUST02316,Male,1,Yes,Yes,20,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,96.06,6879.66,No
CUST02317,Female,0,Yes,No,54,Yes,No,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,74.63,1623.86,No
CUST02318,Male,1,Yes,No,1,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,77.2,684.76,No
CUST02319,Male,0,No,No,10,No,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.33,4489.0,No
CUST02320,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),69.13,568.68,Yes
CUST02321,Male,1,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,100.57,3696.13,Yes
CUST02322,Female,0,No,Yes,24,No,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),68.52,7222.24,No
CUST02323,Female,0,Yes,Yes,13,No,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),110.08,4555.91,No
CUST02324,Female,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,100.86,8081.88,No
CUST02325,Male,1,No,Yes,58,Yes,No phone service,No,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.24,7142.19,Yes
CUST02326,Male,1,Yes,Yes,43,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,109.87,5041.89,No
CUST02327,Female,1,No,Yes,10,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,73.71,7134.6,Yes
CUST02328,Male,1,Yes,No,31,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,No internet service,One year,Yes,Electronic check,102.18,944.31,No
CUST02329,Male,0,Yes,Yes,14,No,Yes,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),44.18,1892.12,No
CUST02330,Female,1,Yes,No,34,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),27.3,6333.74,Yes
CUST02331,Female,1,No,Yes,17,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),88.5,150.91,No
CUST02332,Female,1,Yes,No,21,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,50.16,141.65,No
CUST02333,Female,1,No,Yes,67,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),83.46,3485.04,No
CUST02334,Male,0,No,No,58,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No,One year,Yes,Electronic check,27.74,7816.98,No
CUST02335,Male,0,No,Yes,8,No,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,115.56,8829.56,No
CUST02336,Female,0,Yes,Yes,38,No,No phone service,DSL,No internet service,No,Yes,No,No,No,Two year,Yes,Mailed check,71.51,5883.53,Yes
CUST02337,Male,1,No,Yes,26,No,Yes,DSL,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.95,8557.45,Yes
CUST02338,Female,1,No,Yes,64,No,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,67.61,7644.29,No
CUST02339,Female,0,Yes,No,30,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,98.97,1893.19,No
CUST02340,Male,1,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,106.52,3695.21,No
CUST02341,Female,1,No,Yes,32,No,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),66.13,5651.57,No
CUST02342,Male,0,No,No,11,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,32.59,1446.68,No
CUST02343,Male,0,Yes,Yes,34,No,No,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),110.62,2886.63,Yes
CUST02344,Male,1,No,No,18,Yes,Yes,No,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),118.12,6831.86,No
CUST02345,Male,1,No,No,19,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),26.32,3167.45,Yes
CUST02346,Female,1,No,Yes,54,No,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.81,8340.81,Yes
CUST02347,Male,0,No,Yes,37,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),76.56,3720.31,No
CUST02348,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),73.39,2055.86,No
